longitude,latitude
73.8,15.4
77.5833,12.9833
77.5833,12.9833
73.8667,18.5333
77.32,28.57
80.2833,13.0833
77.5833,12.9833
72.8258,18.975
77,20
77.5833,12.9833
77,20
74.2167,16.7
78.4744,17.3753
77.5833,12.9833
74.8353,12.8639
77.5833,12.9833
77.5833,12.9833
77,20
77.5833,12.9833
74.5,15.8667
77.5833,12.9833
77.5833,12.9833
77.5833,12.9833
77.5833,12.9833
73.8667,18.5333
77.5833,12.9833
77.5833,12.9833
74.8353,12.8639
76.2833,9.9833
-93.4266,45.0469
77.5833,12.9833
80.2833,13.0833
78.6856,10.805
77.5833,12.9833
80.2833,13.0833
77,20
77,20
77.2,28.6
72.8258,18.975
77.2167,28.6667
77.2167,28.6667
72.8258,18.975
77,20
78.4744,17.3753
-122.8192,45.5534
77.32,28.57
-87.6517,41.8483
77.5833,12.9833
77.5833,12.9833
77.2167,28.6667
80.2833,13.0833
78.4667,28.9167
77,20
76.69,30.78
77,20
77.2167,28.6667
72.8258,18.975
74.2167,16.7
77.5833,12.9833
72.8258,18.975
77.5833,12.9833
77,20
76.9614,10.9925
79.9489,12.9689
80.2833,13.0833
76.9614,10.9925
76.9614,10.9925
75.8137,27.0261
77,20
77,20
77.5833,12.9833
-72.6531,41.5497
80.2833,13.0833
77.5833,12.9833
-73.5052,40.8294
77.32,28.57
77.2167,28.6667
77.32,28.57
77.2167,28.6667
73.8667,18.5333
-122.4382,37.8018
72.8258,18.975
75.8167,26.9167
77.5833,12.9833
77.2,28.6
77.2167,28.6667
78.0833,27.8833
77,20
76.69,30.78
72.8258,18.975
77,20
77.2167,28.6667
77.2,28.6
77,20
72.8258,18.975
77.2167,28.6667
-80.8431,35.2271
77.2,28.6
88.3697,22.5697
77.5833,12.9833
77,20
77.5833,12.9833
85.9667,23.7833
85.8333,20.2333
85.8333,20.2333
85.8333,20.2333
80.2833,13.0833
77,20
77.5833,12.9833
77,20
77,20
72.8258,18.975
80.15,17.25
74.2167,16.7
143.2104,-33.494
-96.6989,33.0198
77.5833,12.9833
77.2,28.6
80.2833,13.0833
80.6167,16.5167
78.4744,17.3753
78.4744,17.3753
77.1,27.4333
-76.8807,39.0027
-87.6517,41.8483
77,20
72.8258,18.975
87.5333,23.9167
77,20
77.4,23.2667
72.8258,18.975
77,20
77.2167,28.6667
80.9167,26.85
77.32,28.57
83.3739,26.755
77.32,28.57
72.8258,18.975
72.9667,19.2
77.2,28.6
77.2167,28.6667
77.55,29.9667
77.2167,28.6667
77.5833,12.9833
78.95,29.2167
77.4333,28.6667
143.2104,-33.494
77.32,28.57
75.5792,31.3256
73.8667,18.5333
72.8258,18.975
73.8667,18.5333
77.5833,12.9833
80.35,26.4667
72.8258,18.975
77,20
77.2167,28.6667
85.8333,20.2333
76.69,30.78
88.3697,22.5697
77.2167,28.6667
77,20
72.8258,18.975
79.65,21.1667
72.8258,18.975
72.8258,18.975
73.8667,18.5333
72.8258,18.975
72.8258,18.975
77.2,28.6
77.2,28.6
76.4003,30.3267
91.7333,26.1833
77.32,28.57
77.2,28.6
77.32,28.57
77,20
72.8258,18.975
72.8258,18.975
77,20
87.5333,23.9167
-121.946,37.425
77,20
77.2,28.6
-87.9084,42.19
77,20
80.2833,13.0833
77.2,28.6
87.3333,22.3333
75.7667,23.1833
77,20
77.1,27.4333
72.8258,18.975
77,20
77.5833,12.9833
85.8333,20.2333
85.8333,20.2333
77.2,28.6
77,20
77.2,28.6
72.8258,18.975
72.8258,18.975
77.0333,28.4667
87.5333,23.9167
77.5833,12.9833
77.5833,12.9833
77.4333,28.6667
78.5833,25.4333
-121.9886,37.5483
-74.1945,40.7391
-71.5016,42.6731
78.4744,17.3753
78.4744,17.3753
77,20
77.5833,12.9833
87.3333,22.3333
70.7833,22.3
70.4667,21.5167
70.4667,21.5167
77.9378,13.0075
77.9378,13.0075
70.4667,21.5167
70.7833,22.3
72.8258,18.975
72.8258,18.975
72.6167,23.0333
72.6167,23.0333
70.0667,22.4667
70.4667,21.5167
77.5833,12.9833
77,20
77.2167,28.6667
77,20
79.95,23.1667
77,20
77.32,28.57
72.8258,18.975
80.2833,13.0833
77,20
72.8167,19.0167
78.4744,17.3753
85.1167,25.6
-80.1342,40.3456
85.1167,25.6
88.3697,22.5697
88.3697,22.5697
77.5833,12.9833
72.9667,19.2
85.8333,20.2333
80.2833,13.0833
88.3697,22.5697
85.8333,20.5
87.3333,22.3333
-74.0133,40.7125
84.8833,22.2
79.83,11.93
83.8667,21.5
84.7833,19.3167
85.8333,20.2333
85.8333,20.2333
85.8333,20.2333
85.8333,20.2333
85.8333,20.2333
79.3,19.95
76.5833,18.4
72.8258,18.975
76.5167,9.5833
72.8258,18.975
77.5833,12.9833
72.8258,18.975
73.2,22.3
72.8258,18.975
78.4744,17.3753
77,20
77,20
91.7333,26.1833
87.5333,23.9167
-77.2223,38.9499
77.2,28.6
-1.6194,54.9881
74.4833,28.4333
-3.0291,53.7911
77,20
83.5667,25.5833
77.1,27.4333
77.5833,12.9833
77.2167,28.6667
143.2104,-33.494
77.5833,12.9833
72.8258,18.975
72.8258,18.975
77,20
77.5833,12.9833
80.2833,13.0833
77.5833,12.9833
-117.1336,32.8897
77.5833,12.9833
70.0667,22.4667
72.8258,18.975
69.95,22.25
77.2167,28.6667
72.9667,19.2
72.8258,18.975
77,20
77.1,27.4333
88.3697,22.5697
88.3697,22.5697
84.6667,25.5667
77.32,28.57
87.3333,22.3333
77.2167,28.6667
77.4333,28.6667
-88.1341,41.8032
-1.4073,52.0184
-1.4241,54.9227
77.5833,12.9833
75.8333,22.7167
72.9667,19.2
73.791,19.9973
77,20
77,20
77,20
72.8258,18.975
-118.244,34.0544
72.8258,18.975
74.8667,32.7333
77.2167,28.6667
77.5833,12.9833
80.2833,13.0833
-0.8333,51.4167
80.2833,13.0833
81.1,16.7
77,20
77.5833,12.9833
87.3333,22.3333
77.5833,12.9833
77.5833,12.9833
74.5,15.8667
78.4744,17.3753
72.9667,19.2
77.5833,12.9833
77.2167,28.6667
77.5833,12.9833
77,20
80.2833,13.0833
72.8258,18.975
80.2833,13.0833
77.5833,12.9833
77.32,28.57
77,20
77.2167,28.6667
72.8258,18.975
76.65,25.5
72.8258,18.975
77,20
-0.1224,51.4964
72.8258,18.975
77.2,28.6
78.4744,17.3753
77.5833,12.9833
77.0333,28.4667
77.5833,12.9833
77.2,28.6
-94.6379,38.9248
-84.388,33.749
77.5833,12.9833
77.5833,12.9833
80.2833,13.0833
77,20
77.5833,12.9833
77.2,28.6
77.5833,12.9833
88.3697,22.5697
77.5833,12.9833
77,20
77.5833,12.9833
77.5833,12.9833
77.2,28.6
76.6514,10.7725
76.2167,10.5167
80.2833,13.0833
87.3167,23.4833
77.75,20.9333
-71.0548,42.3605
77.5833,12.9833
77.2,28.6
78.4744,17.3753
-0.1224,51.4964
78.4744,17.3753
78.4744,17.3753
80.2833,13.0833
78.4744,17.3753
78.4744,17.3753
77,20
80.2833,13.0833
82.2167,16.9333
77.2,28.6
91.7333,26.1833
88.3697,22.5697
88.3697,22.5697
88.3697,22.5697
77.32,28.57
-122.0318,38.0033
77.2,28.6
-0.1224,51.4964
77,20
77,20
77.2333,15.3833
76.9333,15.15
77.5833,12.9833
-118.1392,34.147
75.6167,15.4167
76.9333,15.15
77.2333,15.3833
77.2167,28.6667
73.8667,18.5333
77.2,28.6
78.4744,17.3753
72.6167,23.0333
73.8667,18.5333
88.3697,22.5697
75.9074,11.3842
73.8667,18.5333
80.2833,13.0833
78.1167,9.9333
86.1833,22.8
80.2833,13.0833
80.9167,26.85
72.8258,18.975
85.1167,25.6
85.1167,25.6
74.8022,34.0922
-0.0955,51.5092
-121.946,37.425
77.0333,28.4667
77.2,28.6
77.2,28.6
-97.822,37.751
-97.822,37.751
72.9,20.9667
-87.6852,41.8784
80.35,26.4667
77.2,28.6
77.2,28.6
73.8667,18.5333
88.3697,22.5697
72.8258,18.975
79.3,19.95
-78.5544,35.9767
-74.5122,40.6308
80.2833,13.0833
77.2167,28.6667
77.5833,12.9833
77.5833,12.9833
77,20
77.2167,28.6667
77.2167,28.6667
77,20
80.9167,26.85
75.1667,26.3
77,20
87.3167,23.4833
80.35,26.4667
72.6833,23.2167
76.2333,9.9667
85.1167,25.6
77.2167,28.6667
-0.0955,51.5092
151.1982,-33.8612
-74.1895,40.9519
72.8258,18.975
78.4744,17.3753
72.8258,18.975
72.6833,23.2167
-0.0955,51.5092
-118.1392,34.147
77.5833,12.9833
73.8667,18.5333
-1.7833,53.65
77.0333,28.4667
72.8258,18.975
77.2,28.6
-111.764,33.303
77,20
77.32,28.57
77,20
77.2167,28.6667
75.7022,26.9501
77,20
77.4333,28.6667
-84.5382,39.1668
76.2167,10.5167
73.8667,18.5333
72.8258,18.975
77.2,28.6
80.2789,13.0594
80.2833,13.0833
78.4744,17.3753
78.5,17.45
-122.6762,45.5234
76.9333,15.15
77,20
-88.2049,41.8251
79.1333,12.9333
77.2,28.6
77.5833,12.9833
77,20
88.3697,22.5697
77,20
85.8333,20.5
85.8333,20.5
77,20
79.95,23.1667
79.95,23.1667
-93.4266,45.0469
77.8833,29.8667
77.5833,12.9833
-84.3242,33.9829
77.5833,12.9833
77.2,28.6
77.2,28.6
73.8667,18.5333
87.3167,23.4833
79.15,18.4333
76.2167,10.5167
77.35,11.1
72.8258,18.975
72.8258,18.975
73.8667,18.5333
77,20
77.2167,28.6667
77,20
-74.4178,40.4283
91.7333,26.1833
77.5833,12.9833
72.8258,18.975
78.4744,17.3753
77,20
77.32,28.57
78.4744,17.3753
77.2,28.6
77.2,28.6
77.5833,12.9833
-96.8217,32.7787
79.9833,14.9167
78.4744,17.3753
77,20
85.3333,23.35
77.4333,28.6667
77.4333,28.6667
77,20
77.32,28.57
77.32,28.57
77.5833,12.9833
72.8258,18.975
80.2025,12.8358
79.4167,28.35
77.32,28.57
77,20
77.32,28.57
77,20
-5.9333,54.5833
76.2333,9.9667
88.4236,26.7161
-78.9858,36.0378
72.8258,18.975
72.8258,18.975
77,20
77.0333,28.4667
75.6,21.8167
77,20
-77.4728,39.0481
77,20
77,20
77.2,28.6
76.7933,30.7343
77,20
77,20
77,20
139.7677,35.6427
85.8333,20.2333
88.3697,22.5697
77.5833,12.9833
76.2333,9.9667
77.2167,28.6667
80.9167,26.85
-77.0364,38.8951
80.9167,26.85
72.8258,18.975
-82.9988,39.9612
77,20
77.32,28.57
-77.4153,37.5809
-73.7437,41.0057
77.2167,28.6667
77.5833,12.9833
88.0583,22.0253
-80.0248,40.4344
77,20
76.9614,10.9925
77.5833,12.9833
76.69,30.78
77,20
77.32,28.57
77.2,28.6
77,20
-96.982,32.9193
77,20
88.3697,22.5697
77,20
79.15,18.4333
77.2,28.6
-95.8997,36.7281
-96.8441,33.0017
-81.6516,30.3304
77.2167,28.6667
77.5833,12.9833
77.32,28.57
77,20
77,20
88.3697,22.5697
80.2833,13.0833
138.55,-34.95
72.8667,22.7
80.2833,13.0833
-73.9862,40.7662
80.2833,13.0833
77,20
80.2833,13.0833
77.5833,12.9833
77,20
77.2167,28.6667
77.5833,12.9833
-83.8148,42.1482
79.1333,12.9333
77,20
77.2,28.6
79.2248,26.7571
77.5833,12.9833
-87.9208,43.148
77,20
77.0333,28.4667
77,20
77,20
85.8333,20.2333
77.2,28.6
77.2167,28.6667
80.2789,13.0594
-74.5122,40.6308
72.8258,18.975
82.1827,26.2706
77,20
77.2167,28.6667
-72.3396,41.3589
77.2,28.6
77.0333,28.4667
77.0333,28.4667
-96.8217,32.7787
77,20
77.4,23.2667
77.4333,28.6667
-122.0881,37.3845
-118.1392,34.147
139.7677,35.6427
80.9167,26.85
77,20
72.8258,18.975
77.2,28.6
76.3167,29.3167
83.9039,21.7316
88.3697,22.5697
80.2833,13.0833
76.7933,30.7343
72.8258,18.975
77,20
77.2,28.6
77.2167,28.6667
72.8258,18.975
72.8258,18.975
77.2,28.6
-77.4494,43.2186
-71.0592,42.3492
78.4744,17.3753
77,20
85.8333,20.2333
77.2,28.6
-97.822,37.751
77,20
77,20
-74.5122,40.6308
-84.0238,42.1616
77,20
76.083,11.605
-93.5722,41.6727
77.2167,28.6667
77,20
-0.0955,51.5092
76.7808,30.3783
85.8333,20.2333
77.2,28.6
72.9167,19.1
-96.7776,32.7673
-95.5643,29.7419
-87.6517,41.8483
-82.9988,39.9612
77.2167,28.6667
80.2833,13.0833
79.1333,12.9333
86.1833,22.8
75.7004,11.6743
-122.0574,37.4192
-77.0325,38.8749
-1.4833,53.55
-3.1333,53.1667
-73.5409,41.255
-112.2038,33.4274
-111.0022,32.2686
-110.95,32.2476
-122.3235,47.6355
-95.4311,29.6807
-0.0955,51.5092
-78.3662,40.5172
-84.1404,34.1483
-86.6082,35.1547
-86.2539,32.404
-76.9783,38.9057
-97.5749,35.708
-97.822,37.751
-122.1026,37.8381
-81.0807,34.966
-121.978,37.7799
-97.166,47.9905
-89.9276,35.0387
-97.8082,30.4998
-74.1184,40.9364
-112.3178,33.4442
-74.6173,40.5953
-77.9246,43.2508
-73.7787,41.0572
-81.628,41.0232
-0.4167,51.8833
-111.8739,33.3201
-112.0265,33.5091
-80.4997,25.6046
-112.2038,33.4274
-111.764,33.303
-110.95,32.2338
-111.789,33.3528
-71.5227,43.2345
-77.0146,38.8933
-74.006,40.7143
-97.822,37.751
-97.6772,30.6327
78.0833,27.8833
-112.0939,33.631
-118.1807,33.8627
-110.95,32.2338
-97.822,37.751
-82.7689,28.0288
-71.5456,43.1275
-112.2334,33.6135
-112.257,33.5734
-97.166,47.9905
-78.9032,33.6985
-95.965,41.24
-112.2637,33.5335
-112.1857,33.6669
-71.4268,42.1556
-116.2168,33.7207
-121.946,37.425
-77.0453,38.8156
-112.0583,33.5076
-112.0717,33.5083
-118.3406,33.8359
-89.1089,35.6629
-117.8535,34.0115
-110.95,32.2338
-112.0583,33.5076
0.2,51.5833
-97.822,37.751
-79.0147,35.057
-78.0056,42.7156
-111.7574,32.8795
-0.0955,51.5092
-112.1811,33.5708
-122.6208,45.5774
-122.4842,37.7607
-97.822,37.751
-110.9265,32.2217
-76.4052,37.0627
-112.074,33.4484
-118.34,34.0488
-105.2142,39.9469
-110.8282,32.2528
-97.5164,35.4676
-72.5549,41.6634
-84.4309,33.7257
-110.9443,32.2406
-91.982,34.9921
-92.2302,34.9024
-90.2796,32.3849
-95.8796,36.0402
-122.1408,47.6201
-93.1894,34.0555
-74.1764,41.078
-72.7312,41.6856
-89.435,40.6108
-78.6264,42.9057
-112.3178,33.4442
-97.822,37.751
-117.7596,33.7081
80.2833,13.0833
-118.0388,33.9457
-118.7208,34.3021
-117.9186,33.6486
-75.5045,39.816
-77.0369,39.0046
-117.9089,33.6748
-122.2471,37.5331
-122.1134,47.6051
-122.2405,37.4625
-117.127,32.9656
-118.0086,33.6746
-98.4159,29.6409
-122.3041,37.5402
-121.6711,37.2531
-121.6711,37.2531
-97.822,37.751
-122.0574,37.4192
-122.3041,37.5402
-122.2376,37.8449
-86.7194,36.0679
-97.2251,37.7083
-118.3666,34.1511
-122.002,37.3061
-122.2103,47.6154
-81.326,41.1352
-117.3391,33.5426
-121.4944,38.5816
-82.4618,27.9832
-122.2103,47.6154
-122.275,37.8658
-122.2091,38.1165
-122.2592,38.01
-122.2877,37.8646
-112.2038,33.4274
-71.6737,42.8257
-117.2425,33.2
-117.929,33.6189
139.69,35.69
-118.212,33.9547
-80.2553,40.1582
-122.6962,45.4509
-92.0773,30.187
-111.0022,32.2686
-122.3419,47.6738
-118.2416,34.1352
-118.2663,34.1693
-97.822,37.751
80.2833,13.0833
-77.2497,38.6582
-117.3391,33.5426
-117.1707,33.1565
-74.2111,40.7104
-97.2167,37.7816
-74.9535,40.2647
-117.8231,33.6695
-86.7844,36.1659
-82.6823,27.7788
-77.2497,38.6582
-117.1008,32.7773
-85.3151,41.0427
-94.6289,39.0716
-74.4637,40.5516
-119.9295,36.7967
-119.9295,36.7967
-82.3248,29.6516
145.174,-37.8891
-97.822,37.751
-97.822,37.751
-122.0442,37.6393
-156.3087,20.8451
-122.3044,37.8726
-122.4017,37.7909
-114.5736,35.09
-117.3246,33.8942
-113.6508,37.1316
-80.3445,39.2807
-83.7113,42.3241
-122.4389,37.6869
-97.822,37.751
-97.822,37.751
-118.2661,34.0396
-97.822,37.751
-117.9089,33.6748
-122.0442,37.6393
-97.822,37.751
-122.0442,37.6393
-122.0117,37.9137
-85.711,42.9777
-121.9854,37.3501
-97.822,37.751
-77.1602,39.0032
-83.2907,42.6315
-117.0439,33.5363
-88.0381,43.0508
-97.822,37.751
-122.6753,38.438
-117.8973,34.0249
-118.3666,34.1511
-96.8,32.7877
-122.8192,45.5534
-122.2515,47.4956
-86.0207,39.1923
-121.3716,38.4088
-121.4024,38.4884
-117.1707,33.1565
-117.2468,33.182
-97.822,37.751
-122.4017,37.7909
-116.86,32.7794
-117.2042,33.2194
-117.2907,33.2004
-117.3795,33.1959
-117.2528,33.0501
-0.0955,51.5092
-73.1365,41.1737
139.8,36.3
-122.2158,37.7791
-122.7278,37.7848
-77.0369,39.0046
-121.9367,38.1699
-118.2564,33.8608
-97.822,37.751
-117.7684,33.7423
-97.822,37.751
-117.4581,34.1476
-120.4102,34.821
-117.4581,34.1476
-117.6742,34.0462
-77.539,39.018
-105.9583,35.8013
-122.1747,37.7393
-121.6958,37.9319
-121.9886,37.5483
-107.9798,32.8562
-75.3359,43.1191
0.0708,51.5597
-81.5798,41.4737
-122.6208,45.5774
-1.1667,52.9667
-97.822,37.751
-112.0265,33.5091
-117.3647,33.9298
-121.9164,37.7186
-73.5429,41.061
-97.822,37.751
-121.4652,38.5749
-118.4896,34.0863
-87.9381,41.6
-117.0439,33.5363
-118.2302,34.2121
-117.9919,34.1539
-70.7634,43.0143
-95.5624,29.6283
-122.2702,37.8091
80.2575,13.025
-122.2947,37.8895
-122.0311,37.978
-119.7029,36.8252
-89.603,35.182
-117.6123,33.9096
-122.882,45.446
-117.8231,33.6695
-117.9068,34.6976
-118.4796,34.7255
-73.9453,40.728
-95.4739,29.8301
-115.1372,36.175
-73.9235,40.7035
-115.1685,36.2212
-118.0194,33.9709
-92.0137,30.0771
-95.5044,29.7686
-80.6929,35.2527
-116.2838,43.632
-118.4716,34.0256
-78.8226,34.9339
-118.1807,33.8627
-111.8555,40.7079
-122.2788,37.7735
138.5986,-34.9287
-0.1224,51.4964
-110.8785,32.2541
-118.8312,35.438
-78.9858,36.0378
-75.1533,39.9123
-74.3194,40.4981
-77.1285,38.8115
-77.0445,39.0409
-117.9939,33.7474
-117.3647,33.9298
-4.2529,55.8301
-117.2139,33.5539
-115.0877,36.1201
-77.0325,38.8749
-117.0439,33.5363
-117.8896,34.0627
-85.5458,42.8801
-117.0439,33.5363
-122.275,37.8658
-116.2838,43.632
-87.6845,42.0586
-121.7329,39.0529
-84.1494,33.9791
-81.1647,28.5341
-122.3933,37.7697
-89.6252,40.5494
-71.1028,42.3646
-121.6158,39.0579
-117.2468,33.182
-105.0128,39.8158
-74.006,40.7143
-117.9421,34.0699
-117.6765,35.5532
-72.2112,41.7094
-117.7548,34.039
-89.5303,40.7225
-120.398,34.6045
-157.9349,21.343
-120.398,34.6045
-93.2166,44.9759
-111.8153,33.3462
-118.6162,34.3759
-4.1767,55.7641
-97.822,37.751
-121.8705,37.4404
-118.2915,34.1718
-76.7946,39.257
-77.5332,38.4036
-81.3619,28.6294
-96.8217,32.7787
-97.822,37.751
-93.7171,45.0905
-119.0603,35.155
-118.3721,33.8743
-118.2987,33.7866
-81.3467,28.5553
-97.822,37.751
-101.9224,33.5486
-112.3178,33.4442
-117.8896,34.0627
-117.7824,33.7983
-93.245,45.0203
-121.2819,38.8185
-117.3391,33.5426
-118.2987,33.7866
-3.0226,53.8119
-87.6551,41.9373
-117.1553,34.1359
-116.2732,34.1578
-117.127,32.9656
-2.65,51.7833
-73.9725,40.7528
-102.3881,31.3504
-94.8097,39.7581
-121.951,37.3486
-84.5615,33.391
-122.417,37.7794
-121.8643,37.3721
77.5833,12.9833
-74.1184,40.9364
-80.1434,26.1223
-74.5914,40.8461
-103.4384,32.8186
-122.4449,37.7691
-121.8829,37.7883
-121.7515,37.7731
-80.1333,26.454
-117.9633,33.88
80.2833,13.0833
-120.5027,34.9556
-117.1859,34.5008
-97.822,37.751
-118.9171,35.5498
-118.3908,34.1854
-122.6853,38.4578
-83.2748,42.7816
-77.0445,39.0409
-116.4083,33.7056
-78.9244,35.8896
-122.2196,37.8309
-73.9885,40.7317
-71.5364,41.4279
-81.9432,26.6292
-121.7053,37.1894
-111.7325,40.3563
-77.0325,38.8749
-0.1224,51.4964
-121.8436,37.2722
-93.1197,31.6835
-83.7113,42.3241
-86.6098,36.1782
-77.0369,39.0046
-97.1342,32.9412
-71.0982,42.473
-117.3205,34.3661
-86.1034,33.3782
-111.8819,40.6092
-115.8598,34.2438
-83.4646,42.4634
-104.9839,39.732
-105.018,39.764
-105.2433,39.7146
-88.0002,41.8732
-97.822,37.751
-104.9415,39.785
-105.1256,40.5939
-94.7029,38.9247
-157.8274,21.296
-84.388,33.749
-105.1316,40.3532
-105.2493,39.9721
-97.4003,27.6851
145.0229,-37.8825
-104.8163,39.3276
-105.1745,39.5487
-113.5999,37.1834
-105.09,39.6866
-1.7833,51.5167
-77.4826,38.2981
-105.3765,39.8436
-105.1396,40.524
-122.1026,37.8381
-97.4937,27.6764
-88.1341,41.8032
-104.9528,39.729
-104.4083,39.7388
-104.9528,39.729
-104.6894,40.4508
-105.0628,40.5195
-84.9054,39.8381
-4.2529,55.8301
-104.4083,39.7388
-98.906,30.2481
-105.0963,39.6659
-104.8319,39.7294
-97.822,37.751
-72.3396,41.3589
-97.822,37.751
-97.822,37.751
-72.6905,41.7424
-72.391,41.4777
-73.1257,41.2305
-72.7907,41.6903
-71.5227,43.2345
-72.742,41.762
-97.822,37.751
-107.9798,32.8562
-93.5722,41.6727
-77.3489,38.9311
-86.2404,39.6986
-71.4048,42.9701
-97.822,37.751
-104.8288,38.8765
-2.1342,53.4663
-75.641,40.1009
-72.6306,42.3306
-110.3607,31.5273
-75.1756,39.953
-97.822,37.751
-97.822,37.751
-96.9,33.0035
-73.4409,41.2094
-97.822,37.751
0.2219,52.4053
-73.2253,44.4929
-73.0652,41.5514
-97.822,37.751
-76.0192,36.9205
-73.9732,40.5961
-80.2059,26.2442
-80.1432,26.3084
-80.2656,26.2436
-95.6627,29.8327
-80.1711,26.1882
-81.1893,28.5887
-80.2444,26.0206
-97.822,37.751
-80.2794,25.9829
-71.1504,42.3189
-81.8559,41.1343
-80.2186,26.214
-97.822,37.751
-97.822,37.751
-82.3214,29.6433
-0.1224,51.4964
-98.4159,29.6409
-80.1323,25.8204
-97.0687,33.0294
-74.4637,40.5516
-97.822,37.751
-73.2317,41.3418
138.5986,-34.9287
-122.1026,37.8381
-80.1046,26.3818
-81.9899,27.802
-81.326,41.1352
-75.7044,39.6155
-71.1329,42.38
-97.822,37.751
-80.3256,26.113
-80.296,26.0252
-94.6074,31.6995
-87.7017,41.9206
-83.4852,42.2048
-73.8783,40.7354
-87.9306,41.8024
-86.8025,33.5207
-0.1,51.3833
-77.847,40.7849
-80.0664,26.5253
-71.2306,42.6105
-91.1546,30.4507
-82.4871,28.0771
-82.7689,28.0288
-74.0124,40.6166
-82.7283,27.7897
-84.2909,30.4494
-79.8441,35.652
-118.4143,34.0995
-82.4076,29.5731
-86.6813,30.7971
-77.1396,39.2351
-85.8896,38.9385
-97.822,37.751
-84.1331,39.7171
-73.9108,40.61
-72.6121,41.7448
-83.5154,33.9094
-84.2751,33.749
-83.8893,33.8042
-89.6252,40.5494
-118.3104,34.0762
-1.4833,53.55
115.8667,-31.95
-0.6401,53.5677
-99.5957,27.7479
-83.2296,33.0247
-82.091,33.386
-76.3452,37.0299
-96.8217,32.7787
-82.2464,34.8601
-105.0061,39.8663
-122.1134,47.6051
-83.2719,31.5678
144.9634,-37.8139
-73.9975,40.7308
-97.7465,30.2623
-71.1334,42.3221
-84.9082,34.7982
-97.822,37.751
-97.4937,27.6764
-82.222,33.4621
-115.183,36.1443
-88.054,42.0534
-77.1602,39.0032
-118.2923,33.7358
0.9209,51.9086
-157.9349,21.343
-120.1956,36.9127
-122.2721,47.2257
-76.8593,39.3406
-97.822,37.751
-117.0002,46.7324
-97.822,37.751
-84.4847,38.0159
-97.822,37.751
-97.822,37.751
-83.8063,39.9586
-86.4321,39.0836
-97.822,37.751
-89.5303,40.7225
-87.6517,41.8483
-97.0909,32.6206
-94.8042,39.7945
-73.9469,40.7111
-97.822,37.751
-87.8445,42.1197
-111.9713,41.2161
-87.6238,41.8849
-84.1243,33.8639
-89.6098,40.7578
-89.5749,40.7774
-89.2218,40.7936
-76.6854,39.1183
-90.1535,38.3119
-87.8219,42.7853
-118.212,33.9547
-87.9901,42.0152
-79.7648,40.5698
-85.1194,40.9797
-85.7884,41.5951
-86.6082,35.1547
-89.6252,40.5494
-70.8008,43.0677
-87.6517,41.8483
-89.8448,38.5421
-84.4569,39.162
-84.388,33.749
-97.822,37.751
-84.6266,38.999
-97.822,37.751
-97.822,37.751
-86.1275,40.0428
-117.9633,33.88
-97.822,37.751
-74.2986,40.2321
-97.822,37.751
-92.5279,44.0715
-81.3792,28.5383
-93.7842,41.5635
-85.6264,40.5099
-90.4773,41.487
-157.8727,21.3629
-73.9861,40.7168
-80.8431,35.2271
-97.654,35.4835
-93.6829,41.6014
-90.3469,38.5899
-97.822,37.751
-94.7029,38.9247
-90.4245,38.5776
-84.4891,39.2601
-94.709,39.0184
-90.3469,38.5899
-90.4539,38.6554
-97.822,37.751
-94.5933,39.1058
-97.822,37.751
-122.4959,45.4677
-72.4945,41.5573
-94.6377,38.9008
-86.0844,33.9292
-97.076,32.7575
-118.34,34.0488
-89.6252,40.5494
-97.2515,32.9342
-86.8771,34.8201
-111.0022,32.2686
-104.8672,38.9917
-95.3628,29.7702
-76.5368,39.3374
-72.6531,41.5497
-76.7447,39.2694
-121.2722,43.9817
-90.6666,38.5783
153.0004,-27.4982
-111.0022,32.2686
-70.7154,42.6179
-97.822,37.751
-75.1638,39.9523
-97.822,37.751
-84.5255,42.7422
-97.822,37.751
-87.4796,46.6288
-83.8562,42.2668
-85.2931,42.6318
-76.5776,39.1623
-2.279,53.3947
-84.1648,40.2839
-75.5446,38.351
-87.6635,41.9843
145.15,-37.7333
-4,55.7833
-97.822,37.751
-116.9179,46.7172
-71.184,42.2451
-74.3124,40.6224
-77.3341,38.8932
-85.1108,42.2979
-82.8,42.8446
-123.9078,43.7917
-97.1503,47.8719
-83.7113,42.3241
-93.4947,45.1234
-93.2881,44.925
-110.95,32.2338
-93.8397,45.1845
-92.5279,44.0715
-80.1257,26.1489
-91.1286,43.7982
-84.1243,33.8639
-92.4028,43.9589
-84.388,33.749
-97.822,37.751
-110.8785,32.2541
-92.3962,44.1278
-84.471,39.289
-97.822,37.751
-86.6098,36.1782
-80.8391,35.5023
-4.0684,55.8027
-90.3231,38.6657
-0.0955,51.5092
-115.2131,36.2143
-110.95,32.2476
-93.2617,44.9645
-97.3944,47.9335
-115.2791,36.1113
-122.1206,47.6801
-118.4136,34.0565
-72.391,41.4777
-86.7194,36.0679
-119.9028,39.4907
-82.9396,42.4119
-71.0592,42.3492
-118.244,34.0544
-92.6156,30.8109
-122.417,37.7794
-74.3969,40.5183
-79.7896,32.8696
-74.037,40.7639
-74.4781,40.8447
-103.8246,47.1606
-78.5008,42.9038
-78.842,42.9905
-78.7947,42.9762
-73.9906,40.6944
-111.9171,33.4357
-68.7327,45.036
0.0708,51.5597
-111.8319,33.4125
-96.8217,32.7787
-88.5305,44.1843
-80.768,35.589
-87.6517,41.8483
