longitude,latitude
151.2333,-33.95
151.2055,-33.8615
149.1071,-35.4404
151.2953,-33.6886
152.9,-27.5
151.2055,-33.8615
143.2104,-33.494
145.1167,-37.9667
151.2025,-33.8699
149.0833,-35.2167
115.9356,-32.1108
151.2046,-33.842
-87.6517,41.8483
145.0205,-37.8554
145.0205,-37.8554
152.9089,-31.4308
144.7611,-37.6798
153.0159,-27.3838
151.2667,-33.8917
149.0804,-35.2582
150.8737,-33.7615
149.0341,-35.2002
150.8816,-33.7893
144.3581,-38.1535
151.2055,-33.8615
151.02,-33.9049
143.2104,-33.494
143.2104,-33.494
149.5813,-33.4174
147.3537,-35.1258
151.1833,-33.8548
144.9634,-37.8139
144.9544,-37.8103
143.2104,-33.494
150.8833,-34.45
143.2104,-33.494
151.2002,-33.8591
140.5667,-34.2333
143.2104,-33.494
149.0621,-35.353
151.0333,-28.8
152.947,-27.4138
151.7167,-32.9333
151.7654,-32.9413
151.2055,-33.8615
151.1975,-33.8867
150.9995,-33.879
138.5986,-34.9287
149.1183,-35.2777
149.2101,-35.3422
151.4871,-33.108
143.2104,-33.494
151.1982,-33.8612
149.0776,-35.3246
151.2333,-33.6833
151.2193,-33.8794
143.2104,-33.494
143.2104,-33.494
138.5833,-34.9333
151.0799,-33.881
151.2333,-33.95
151.2002,-33.8591
-118.3575,34.0293
151.1464,-33.7131
151.2055,-33.8615
151.2055,-33.8615
152.9766,-27.4155
153.0004,-27.4982
145.0205,-37.8554
138.6333,-34.8333
153.0004,-27.4982
151.2055,-33.8615
143.2104,-33.494
151.3012,-33.732
151.2417,-33.9167
151.3,-33.7333
149.1183,-35.2777
151.0078,-33.8229
151.1982,-33.8612
150.8667,-34
151.1028,-33.9125
151.1982,-33.8612
151.2193,-33.8794
144.9544,-37.8103
-97.7073,30.384
151.1764,-33.8897
144.9544,-37.8103
151.2167,-33.7333
151.0714,-33.7118
150.9333,-33.85
152.9491,-27.1088
151.0833,-33.8667
149.0947,-35.167
144.9667,-37.7667
145.1667,-37.9667
145.05,-37.95
149.0689,-35.2119
151.2002,-33.8591
151.2002,-33.8591
143.2104,-33.494
150.6,-33.75
138.5986,-34.9287
149.1344,-35.276
143.2104,-33.494
143.2104,-33.494
143.2104,-33.494
149.0636,-35.2513
143.2104,-33.494
151.1982,-33.8612
151.2055,-33.8615
151.1032,-33.8972
153.099,-27.5393
151.1982,-33.8612
153.0582,-27.4189
144.9544,-37.8103
144.9544,-37.8103
151.1982,-33.8612
151.7167,-32.9333
151.1333,-33.8333
151.1982,-33.8612
138.8716,-35.1327
144.8333,-37.7667
144.9633,-37.814
144.9544,-37.8103
149.1412,-35.3049
149.0341,-35.2002
151.5673,-26.5796
143.2104,-33.494
153.0215,-27.4732
151.1,-33.8667
151.1,-33.8667
153.0833,-27.5333
144.3581,-38.1535
143.8626,-37.5627
151.2002,-33.8591
147.3537,-35.1258
144.9633,-37.814
144.7587,-37.8809
151.7654,-32.9413
150.6297,-35.1026
151.2859,-33.389
-3.1047,51.0211
151.1833,-33.8
150.96,-33.71
152.1667,-24.7333
151.2055,-33.8615
151.2041,-33.8928
143.2104,-33.494
151.1764,-33.8897
-2.3241,51.3934
151.1764,-33.8897
143.2104,-33.494
150.7,-33.75
151.2072,-33.8406
141.7833,-37.6167
151.2368,-33.8878
151.2,-33.8833
144.3428,-38.1748
151.0818,-33.7727
151.1,-33.8667
151.3,-33.7333
143.2104,-33.494
144.9634,-37.8139
151.2008,-33.817
151.2002,-33.8591
143.2104,-33.494
146.1581,-32.2124
151.2268,-33.8344
153.0215,-27.4732
153.0004,-27.4982
153.1833,-27.5167
151.7654,-32.9413
151.7654,-32.9413
150.8309,-34.7368
151.1982,-33.8612
151.1833,-33.8548
153.1,-27.5833
143.2104,-33.494
151.2008,-33.817
145.1254,-37.8189
151.2002,-33.8591
143.2104,-33.494
151.2055,-33.8615
-111.8555,40.7079
151.0078,-33.8229
149.0965,-35.1873
153.0215,-27.4732
143.2104,-33.494
151.2025,-33.8699
143.2104,-33.494
151.2333,-33.8833
149.1344,-35.276
150.9333,-33.7833
143.2104,-33.494
150.96,-33.71
150.8737,-33.7615
149.1344,-35.276
115.899,-31.8733
149.1344,-35.276
151.2002,-33.8591
150.8833,-34.45
144.9544,-37.8103
151.1982,-33.8612
149.1344,-35.276
-2.0667,53.4833
151.1982,-33.8612
144.9634,-37.8139
144.9633,-37.814
143.2104,-33.494
153.0335,-27.4227
151.1982,-33.8612
151.6712,-30.5083
143.2104,-33.494
151.2002,-33.8591
143.2104,-33.494
151.7333,-32.9
150.9994,-33.879
151.1057,-33.7778
143.2104,-33.494
145.0833,-37.8333
153.031,-27.3171
151.1,-33.8667
115.8614,-31.9522
138.5986,-34.9287
143.2104,-33.494
151.1705,-33.8614
151.1001,-34.0386
151.2002,-33.8591
143.2104,-33.494
150.6782,-34.0329
151.18,-33.8814
151,-33.8167
143.2104,-33.494
150.9047,-33.9029
151.691,-32.8788
151.0732,-33.9332
145.0229,-37.8825
143.2104,-33.494
143.2104,-33.494
152.9089,-31.4308
145.2333,-37.9333
151.7654,-32.9413
149.1492,-35.3357
151.2002,-33.8591
149.85,-35.0167
144.9544,-37.8103
151.1982,-33.8612
151.1656,-33.8761
151.1764,-33.8897
151.7654,-32.9413
153.0215,-27.4732
151.2055,-33.8615
147.3317,-42.8832
151.2055,-33.8615
151.2002,-33.8591
153.4122,-28.0894
151.1982,-33.8612
151,-33.8167
152.9089,-31.4308
-0.0955,51.5092
150.9929,-33.7588
151.1764,-33.8897
151.2498,-33.7666
151.1764,-33.8897
151.2002,-33.8591
151.1667,-33.7833
150.6785,-34.0159
153.3981,-28.0531
150.8995,-33.9522
143.2104,-33.494
143.2104,-33.494
151.5333,-32.7
153.0215,-27.4732
151,-33.8167
150.7757,-34.5713
151.0078,-33.8229
149.0833,-35.2167
138.5916,-35.0768
145,-37.8
-0.1224,51.4964
143.2104,-33.494
143.2104,-33.494
151.2055,-33.8615
143.2104,-33.494
143.2104,-33.494
153.0751,-27.4616
151.7285,-32.9237
143.2104,-33.494
151.7167,-32.9333
144.9667,-37.7667
144.9667,-37.7667
145.1167,-37.9167
151.1764,-33.8897
149.652,-32.6278
151.2002,-33.8591
150.8369,-33.7518
151.1982,-33.8612
151.0833,-33.8333
152.9334,-29.6901
151.1,-33.8667
143.2104,-33.494
115.8653,-32.1435
143.2104,-33.494
145.1294,-37.8771
-155.874,19.7108
149.1344,-35.276
143.2104,-33.494
151.2002,-33.8591
151.2,-33.9333
151.2167,-33.7333
145.15,-37.6
115.8223,-32.2333
151.2002,-33.8591
150.9763,-33.7926
138.5137,-34.9274
-1.7833,51.5167
153.2667,-27.7833
138.6871,-34.7994
151.1518,-33.9032
143.2104,-33.494
144.9667,-37.7667
144.9667,-37.7667
151.2193,-33.8794
-117.0333,32.8127
144.9544,-37.8103
151.2002,-33.8591
151.6712,-30.5083
151.2055,-33.8615
143.2104,-33.494
115.7972,-31.9583
153.0243,-27.471
143.2104,-33.494
149.1933,-35.31
149.1138,-35.4279
153.0325,-27.5123
143.2104,-33.494
151.1982,-33.8612
138.4667,-34.85
153.0751,-27.4616
145.0167,-37.75
144.9634,-37.8139
151.1,-33.8667
-74.5122,40.6308
151.2055,-33.8615
144.9544,-37.8103
138.6082,-34.7571
144.9667,-37.7833
151.0833,-33.8667
80.2833,13.0833
144.753,-37.7494
-122.3715,47.6381
-2.1342,53.4663
115.7627,-31.7747
115.8621,-31.9674
150.8583,-34.4356
153.0215,-27.4732
143.2104,-33.494
143.2104,-33.494
145.1833,-38.3
144.9833,-37.8333
145.0667,-37.9833
150.8833,-34.45
138.5986,-34.9287
-2.9458,52.8054
151.2055,-33.8615
77.2167,28.6667
144.9977,-37.8692
-73.9805,40.6809
149.1344,-35.276
-83.8562,42.2668
-85.5459,38.2552
-71.1193,42.4019
143.2104,-33.494
143.2104,-33.494
-121.9617,37.3961
143.2104,-33.494
153.0004,-27.4982
145.1229,-38.1446
146.8249,-19.3173
153.0243,-27.471
143.2104,-33.494
143.2104,-33.494
149.1635,-35.2495
144.9544,-37.8103
-119.7697,36.8874
-0.9711,51.4563
-111.8911,40.7608
-84.2751,33.749
153.0215,-27.4732
153.0215,-27.4732
151.2055,-33.8615
144.75,-37.85
143.2104,-33.494
-93.2638,44.98
153.0243,-27.471
146.8,-19.2833
-0.1224,51.4964
143.2104,-33.494
151.2002,-33.8591
138.6619,-34.949
138.6082,-34.7571
77.2167,28.6667
76.7933,30.7343
153.1858,-27.4692
145.3167,-40.85
138.65,-34.7333
116.0034,-31.9444
152.9316,-27.6172
143.2104,-33.494
143.2104,-33.494
143.2104,-33.494
151.1257,-33.9353
153.0215,-27.4732
153.0278,-27.5202
153.0571,-26.6844
153.0281,-27.4679
-111.9456,33.6161
152.959,-27.5507
144.9544,-37.8103
152.7475,-27.5975
153.05,-27.4667
153.0215,-27.4732
153.0215,-27.4732
-0.1224,51.4964
-71.0995,42.3876
153.3978,-27.9139
146.8,-19.2833
151.2002,-33.8591
144.5551,-38.1567
153.45,-28.1
143.2104,-33.494
144.2802,-36.7582
144.2802,-36.7582
146.8,-19.2833
153.05,-27.4667
145.2167,-37.8833
151.1167,-33.6833
153.0243,-27.471
143.2104,-33.494
-0.7635,51.4007
153.0145,-27.5671
153.0243,-27.471
153.0188,-27.4891
153.0243,-27.471
151.3304,-33.5106
153.25,-27.7
153.0833,-27.4333
143.2104,-33.494
143.2104,-33.494
150.969,-33.7876
151.0078,-33.8229
152.9619,-27.5278
143.2104,-33.494
143.2104,-33.494
153.0215,-27.4732
153.0004,-27.4982
152.2762,-27.5587
115.9443,-31.9628
145.1229,-38.1446
150.6557,-33.5871
151.2333,-33.8833
146.8249,-19.3173
152.9678,-27.2925
143.2104,-33.494
153.0583,-27.45
153.0335,-27.4227
115.9694,-31.7674
153.4309,-28.0003
146.8,-19.2833
152.9,-27.5
151.2275,-33.924
153.0243,-27.471
153.05,-27.4667
143.2104,-33.494
-80.2553,40.1582
151.5714,-33.1724
144.9544,-37.8103
150.3753,-33.7103
152.9766,-27.4155
144.9544,-37.8103
153.2,-27.7
143.2104,-33.494
151.5616,-33.1124
151.2,-33.9333
-73.8986,40.6391
144.9634,-37.8139
152.8865,-27.5228
144.9544,-37.8103
153.0333,-27.7167
151.2706,-33.8688
146.8249,-19.3173
146.8,-19.2833
-90.2744,38.5805
145.1114,-37.8495
143.2104,-33.494
146.8,-19.2833
77.5833,12.9833
-84.388,33.749
115.8621,-31.9674
152.891,-26.6067
115.8667,-31.9833
149.1344,-35.276
-75.1653,39.9524
145.25,-38.0333
144.9634,-37.8139
150.8995,-33.9522
151.0833,-33.9667
145,-37.8333
146.8,-19.2833
144.8333,-37.7667
-97.822,37.751
144.5969,-37.6759
144.9333,-37.8333
115.8614,-31.9522
144.93,-37.7882
153.0617,-27.4025
115.9181,-31.9795
153.0215,-27.4732
153.0215,-27.4732
150.506,-23.3803
153.1191,-26.7432
151.1257,-33.9353
144.9544,-37.8103
143.2104,-33.494
153.0571,-26.6844
153.0763,-27.4935
153.0751,-27.4616
143.2104,-33.494
-90.4773,41.487
153.0274,-27.8312
144.9633,-37.814
143.2104,-33.494
143.2104,-33.494
143.2104,-33.494
147.3317,-42.8832
151.2389,-33.8706
146.3515,-41.1769
147.3317,-42.8832
149.2101,-35.3422
147.2751,-42.8715
-1.55,52.4167
151.2002,-33.8591
147.2751,-42.8715
-0.1224,51.4964
147.2751,-42.8715
149.15,-35.4333
153.0215,-27.4732
151.1001,-34.0386
144.9717,-37.86
145.0354,-37.9181
115.8489,-31.9147
151.1982,-33.8612
144.9634,-37.8139
147.3317,-42.8832
115.6449,-32.5995
149.0833,-35.2167
144.9544,-37.8103
145.3,-38.0333
140.5667,-34.2333
143.2104,-33.494
151.0993,-33.9393
130.8568,-12.4153
144.9544,-37.8103
144.9505,-37.8149
143.2104,-33.494
152.873,-25.285
145.2,-37.8167
153.0215,-27.4732
115.7421,-32.3046
115.4072,-33.7296
145.0771,-37.7464
145.0309,-37.7804
143.2104,-33.494
145.0046,-37.9372
143.2104,-33.494
145.1833,-38.3
143.2104,-33.494
144.9544,-37.8103
153.099,-27.5393
143.2104,-33.494
-80.2553,40.1582
144.9667,-37.8333
144.9544,-37.8103
145.0538,-37.7976
145.2167,-37.8833
145.1667,-37.9667
143.2104,-33.494
144.9667,-36.3
143.8626,-37.5627
145.0333,-37.8333
144.9544,-37.8103
145.0667,-37.6667
144.3384,-38.1079
144.9717,-37.86
144.3581,-38.1535
115.8667,-31.9833
143.2104,-33.494
151.2002,-33.8591
151.2592,-33.8056
143.2104,-33.494
143.2104,-33.494
144.3581,-38.1535
145.1228,-38.0653
115.899,-31.8733
152.9833,-27.5333
151.1667,-33.8833
144.9975,-37.7904
145.2333,-37.9
145.0333,-37.8333
145.1167,-37.9167
-74.3039,40.9272
145.0667,-37.8667
143.2104,-33.494
138.6,-34.6
144.9167,-37.7833
145.35,-37.9
143.2104,-33.494
144.5032,-37.8755
153.4,-28.0167
-97.822,37.751
144.9544,-37.8103
143.2104,-33.494
143.2104,-33.494
144.9667,-37.8
-75.2304,39.9006
144.9634,-37.8139
144.9,-37.8
-73.9732,40.5961
145.0698,-37.7204
150.9994,-33.879
115.8621,-31.9674
143.2104,-33.494
115.819,-31.9483
146.5415,-38.1953
145.1254,-37.8189
144.9633,-37.814
146.5415,-38.1953
144.9544,-37.8103
145,-37.7667
145.2167,-37.8833
144.9717,-37.86
146.5415,-38.1953
115.8621,-31.9674
146.5415,-38.1953
144.9544,-37.8103
145.0794,-37.8626
146.5415,-38.1953
144.9544,-37.8103
144.9634,-37.8139
144.9544,-37.8103
138.6025,-34.7334
-0.0955,51.5092
145.0333,-37.8333
145,-37.8333
145.9406,-38.1462
144.9634,-37.8139
145.3,-38.0333
153.0302,-27.4432
-0.1224,51.4964
144.6105,-38.2817
144.9505,-37.8149
144.9505,-37.8149
143.2104,-33.494
116.05,-31.9333
115.8621,-31.9674
115.8621,-31.9674
115.8359,-31.955
143.2104,-33.494
115.8052,-31.9853
-1.5667,53.7667
115.9599,-32.0248
115.8621,-31.9674
115.8719,-31.8882
115.7815,-31.8963
115.7683,-31.7445
115.9181,-32.058
115.9167,-32
115.8621,-31.9674
115.8333,-32.0167
144.9544,-37.8103
115.938,-31.9172
115.8624,-32.0563
115.8359,-31.955
151.1982,-33.8612
143.2104,-33.494
-106.6511,35.0845
115.9131,-31.9555
-2.1342,53.4663
115.865,-31.8276
122.2392,-17.9554
-121.8833,37.3422
-5.9333,54.5833
115.8064,-32.1334
73.0833,19.2167
72.8258,18.975
72.8258,18.975
-86.1263,42.8526
72.8258,18.975
81.6833,21.35
-80.1702,40.2713
85.1167,25.6
72.8258,18.975
72.8258,18.975
72.8258,18.975
80.2833,13.0833
77.2,28.6
77.4,23.2667
80.35,26.4667
74.95,30.23
75.5792,31.3256
77.5833,12.9833
77.2,28.6
77,20
72.8258,18.975
72.8258,18.975
-73.2253,44.4929
80.2833,13.0833
76.7933,30.7343
76.7933,30.7343
77.2167,28.6667
77.2,28.6
80.2833,13.0833
77.0333,28.4667
88.3697,22.5697
74.8353,12.8639
77.2167,28.6667
77.5833,12.9833
77.5833,12.9833
77.5833,12.9833
80.2125,13.0511
80.2125,13.0511
-77.539,39.018
80.2833,13.0833
72.8258,18.975
83.3,17.7
80.2125,13.0511
77,20
77.5833,12.9833
80.2833,13.0833
77,20
77,20
78.4744,17.3753
80.2833,13.0833
72.8258,18.975
72.9667,21.7
77.5833,12.9833
-74.0104,40.7087
77.2167,28.6667
77,20
80.2833,13.0833
78.4744,17.3753
-95.9378,41.2586
77,20
77,20
80.6167,16.5167
72.6833,23.2167
79.1,21.15
-117.1336,32.8897
-0.0955,51.5092
0.25,51.55
73.8667,18.5333
-82.8508,36.0828
-82.8508,36.0828
80.2833,13.0833
72.9,20.9667
77.5833,12.9833
77.2167,28.6667
77.5833,12.9833
78.0555,30.3077
77.2,28.65
78.4744,17.3753
77.2167,28.6667
77.2167,28.6667
73.8,19.9833
72.8258,18.975
77.2,28.6
74.6333,26.45
77,20
77,20
77,20
72.8258,18.975
73.8,19.9833
77.1,27.4333
72.6167,23.0333
-75.4254,40.1879
75.7667,11.25
75.8167,26.9167
77,20
-89.8998,38.5121
77.2,28.6
77.2167,28.6667
76.7933,30.7343
75.8167,26.9167
75.8167,26.9167
-87.7017,41.9206
77,20
77.6833,29.4667
76.7933,30.7343
77,20
-2.1249,50.7896
77,20
77.5833,12.9833
77,20
77.2167,28.6667
-122.2318,47.6269
76.7933,30.7343
85.1167,25.6
-0.0955,51.5092
77.1167,30.9167
77.4333,28.6667
81.85,25.45
72.8258,18.975
77.2167,28.6667
80.35,26.4667
77.2167,28.6667
77.2,28.6
77,20
77,20
78.6856,10.805
73.8667,18.5333
80.2833,13.0833
80.2833,13.0833
76.7933,30.7343
80.2147,13.0392
77,20
77.2167,28.6667
77.2,28.6
-74.3291,40.7871
77.2,28.6
77.32,28.57
80.35,26.4667
80.2833,13.0833
-115.1479,36.0097
72.8258,18.975
151.1028,-33.9125
72.8258,18.975
72.8258,18.975
73.8667,18.5333
72.8258,18.975
72.8258,18.975
77,20
80.2833,13.0833
72.8258,18.975
72.8258,18.975
72.8258,18.975
80.2833,13.0833
-82.5954,28.1764
73.8667,18.5333
77,20
77.5833,12.9833
72.8258,18.975
79.9833,14.9167
80.2833,13.0833
80.2833,13.0833
77.2,28.6
77,20
80.2833,13.0833
77.5833,12.9833
77.2,28.6
77,20
72.8258,18.975
-121.8914,37.3388
-80.1702,40.2713
80.2833,13.0833
-86.9081,40.4259
88.3697,22.5697
77,20
79.95,23.1667
-89.4012,43.0731
77.1,27.4333
77.0333,28.4667
77,20
77,20
72.9667,19.2
77,20
77.2,28.6
77,20
72.8258,18.975
72.8258,18.975
72.8258,18.975
72.8258,18.975
80.9167,26.85
72.8258,18.975
-120.398,34.6045
72.8258,18.975
72.8258,18.975
77.4,23.2667
77,20
77.4,23.2667
80.2833,13.0833
77,20
77.5833,12.9833
72.8258,18.975
-74.5122,40.6308
-122.0318,38.0033
73.8667,18.5333
72.8258,18.975
77,20
76.9569,8.5069
72.8258,18.975
87.5333,23.9167
72.8258,18.975
72.8258,18.975
77.5833,12.9833
73.8667,18.5333
77,20
-97.822,37.751
77.2,28.6
77.3333,28.5167
72.8258,18.975
77,20
77.5833,12.9833
72.8258,18.975
77.5833,12.9833
77,20
74.2167,16.7
77,20
-122.3341,47.6103
75.65,32.2833
77.1333,30.4833
77.2,28.6
77,20
76.7933,30.7343
77.32,28.57
76.7933,30.7343
76.7933,30.7343
-74.5122,40.6308
77.5833,12.9833
78.6856,10.805
77.5833,12.9833
77,20
77,20
72.8258,18.975
80.2833,13.0833
77,20
80.2833,13.0833
76.837,29.9657
77,20
-84.388,33.749
-121.4444,38.3774
73.8667,18.5333
77.32,28.57
77.6833,27.5
85.8333,20.2333
72.8258,18.975
77.1,27.4333
76.7933,30.7343
81.7833,16.9833
77,20
-80.2553,40.1582
78.6856,10.805
80.2833,13.0833
77.2,28.6
77.2,28.6
80.2833,13.0833
78.6856,10.805
80.2833,13.0833
73.8667,18.5333
77,20
77,20
88.3697,22.5697
78.4744,17.3753
77.5833,12.9833
77.2,28.6
80.2833,13.0833
74.2167,16.7
77,20
77,20
79.75,11.75
-79.0147,35.057
80.2833,13.0833
80.2833,13.0833
77.2167,28.6667
77,20
77.0333,28.4667
72.8258,18.975
80.45,16.3
77.32,28.57
-73.9885,40.7317
77,20
77.32,28.57
77.0333,28.4667
77.2,28.6
77.2,28.6
77.2167,28.6667
77.0298,28.6801
77.2167,28.6667
-75.4254,40.1879
77.2167,28.6667
77.4333,28.6667
77,20
77,20
78.4744,17.3753
77,20
-74.8243,40.2648
77.4333,28.6667
-122.4077,37.6547
72.8258,18.975
72.8258,18.975
77.5833,12.9833
72.8258,18.975
77,20
77.2,28.6
72.8258,18.975
73.8667,18.5333
77.2167,28.6667
85.3333,23.35
77.2167,28.6667
77.3167,28.4333
88.3697,22.5697
80.2833,13.0833
88.3478,22.7142
72.8258,18.975
80.2833,13.0833
72.8258,18.975
86.1833,22.8
-0.2167,51.9167
77.2167,28.6667
72.8258,18.975
77,20
85.1167,25.6
72.8258,18.975
77.5833,12.9833
77.5833,12.9833
75.8667,26.9833
88.3697,22.5697
73.8667,18.5333
77.5833,12.9833
80.2833,13.0833
88.3925,22.8789
77,20
76.7933,30.7343
76.7933,30.7343
76.9472,30.7288
76.7933,30.7343
76.7933,30.7343
-0.1,51.6333
-121.3248,38.6262
-83.1615,40.0989
77.32,28.57
73.8667,18.5333
73.8667,18.5333
72.8258,18.975
77,20
76.69,30.78
-121.3248,38.6262
70.1333,23.0833
77.2167,28.6667
72.8258,18.975
77.2167,28.6667
74.2167,16.7
77,20
77.2,28.6
-87.8445,42.1197
77.2167,28.6667
88.3697,22.5697
88.3697,22.5697
72.8258,18.975
77.2,28.6
77,20
77,20
88.3697,22.5697
88.3103,22.5892
88.3697,22.5697
77.5833,12.9833
77.4,23.2667
77.5833,12.9833
-0.0955,51.5092
79.95,23.1667
75.8333,22.7167
81.6333,21.2333
77.2167,28.6667
-121.9904,37.7806
78.0333,30.3167
73.8667,18.5333
76.45,33.0333
73.8667,18.5333
77.2167,28.6667
138.65,-34.9167
75.7667,23.1833
77.2,28.6
73.8667,18.5333
91.7333,26.1833
87.3333,22.3333
72.8258,18.975
77,20
72.8258,18.975
-118.244,34.0544
77.0333,28.4667
77,20
77.2,28.6
79.6675,27.6562
74.6333,26.45
-96.8284,46.8543
72.6167,23.0333
-77.0951,38.7591
77,20
72.8258,18.975
80.9167,26.85
72.8258,18.975
75.8333,22.7167
72.6167,23.0333
85.8333,20.2333
85.1167,25.6
78.2667,29.15
80.25,21.7833
77.2,28.6
85.1167,25.6
75.8333,22.7167
-97.822,37.751
77,20
77,20
77.2167,28.6667
77,20
72.8258,18.975
77.2,28.6
76.7933,30.7343
77.32,28.57
76.6514,10.7725
72.8258,18.975
76.8333,8.6833
76.9569,8.5069
88.3697,22.5697
83.3,17.7
78.8738,12.946
76.9569,8.5069
-78.6798,35.4832
76.2333,9.9667
80.2833,13.0833
-84.1404,34.1483
76.2333,9.9667
78.1667,11.65
75.7667,11.25
77,20
72.8258,18.975
77.2167,28.6667
77.2167,28.6667
77.2167,28.6667
77.5833,12.9833
77.5833,12.9833
73.8667,18.5333
77.5833,12.9833
77.5833,12.9833
