V1,V2
0.462033838033676,213.742279052734
0.681927502155304,228.495101928711
-0.968209326267242,227.659255981445
-5.34535646438599,221.512451171875
0.762956321239471,235.586578369141
1.40702450275421,230.355346679688
0.916473090648651,233
-84.6689987182617,74.4910430908203
0.0549266561865807,231.402282714844
1.02229511737823,233.929458618164
1.49296760559082,230.072372436523
3.49186110496521,230.679916381836
0.677004218101501,221.508224487305
1.64814603328705,226.203063964844
2.34573793411255,229.472839355469
3.84312844276428,229.461929321289
-0.655777633190155,228.628158569336
0.16204896569252,228.64323425293
1.34928119182587,229.454406738281
-1.02358210086823,230.24609375
-0.113590195775032,229.070068359375
-32.5410232543945,208.10871887207
2.62552809715271,232.254913330078
-8.77564430236816,223.239196777344
0.981858313083649,228.984741210938
-0.401050448417664,219.980117797852
0.0444856733083725,229.917114257812
-0.255171120166779,230.289031982422
0.965856909751892,228.205215454102
0.483393371105194,233.405914306641
0.816087901592255,232.330718994141
1.07787013053894,233.169586181641
-0.607489407062531,231.845321655273
0.272776931524277,232.887588500977
111.318206787109,27.8949756622314
3.67887663841248,219.804870605469
3.4709312915802,191.393966674805
1.60802185535431,225.141616821289
3.61361479759216,183.280227661133
1.03478753566742,225.85041809082
2.08824181556702,222.478591918945
1.3994802236557,227.19660949707
2.10782408714294,230.804336547852
2.44474244117737,230.845169067383
4.86325073242188,229.915664672852
3.55610752105713,231.106811523438
4.16781616210938,230.971099853516
3.64218950271606,232.013214111328
3.28194689750671,231.909713745117
3.97444653511047,231.592208862305
1.64027011394501,231.236831665039
2.93243336677551,233.055084228516
-43.3150939941406,89.7779922485352
0.170120358467102,230.212463378906
39.7209129333496,147.623168945312
0.915209174156189,227.47785949707
3.89976620674133,230.732879638672
4.62171268463135,231.127792358398
-0.692687034606934,227.468856811523
-3.55599188804626,226.369003295898
0.420622259378433,228.376037597656
0.164652466773987,226.054275512695
1.15409314632416,229.994720458984
3.97051382064819,228.961212158203
-12.7601776123047,200.194442749023
0.0151430945843458,223.422897338867
-1.48939311504364,225.961135864258
1.66713213920593,228.456161499023
0.87434458732605,230.379547119141
3.00936985015869,229.383285522461
1.07651042938232,223.980209350586
4.2685341835022,230.414566040039
0.87406587600708,234.223526000977
1.1517698764801,231.549560546875
-43.205696105957,50.6231346130371
2.23239827156067,228.517044067383
3.23271775245667,205.704544067383
1.47547245025635,233.822692871094
1.37943518161774,232.441207885742
2.21062064170837,197.584045410156
3.80357241630554,222.599044799805
-8.51222991943359,126.075981140137
0.521000325679779,231.544692993164
1.19509339332581,233.367324829102
4.19197511672974,227.954513549805
1.06509160995483,203.29426574707
1.47908294200897,229.036407470703
-31.7865867614746,66.6043701171875
-9.49050521850586,132.131301879883
2.98076868057251,230.848342895508
4.17940902709961,232.334747314453
-0.147937744855881,232.813018798828
0.352190136909485,233.175491333008
0.287388741970062,227.134063720703
2.50986528396606,228.863464355469
0.719168245792389,229.174133300781
-0.344693899154663,229.098114013672
0.212988704442978,229.182662963867
0.517919898033142,232.49658203125
0.298887759447098,227.605484008789
3.03578281402588,228.642715454102
-0.00248308456502855,233.54573059082
1.8962709903717,228.961441040039
3.37756586074829,229.121215820312
0.558123350143433,231.78564453125
0.878325402736664,231.933410644531
2.31908369064331,230.207885742188
-0.0970954671502113,229.357009887695
0.255445688962936,234.131423950195
-0.195353388786316,234.997329711914
-0.143032968044281,234.475112915039
2.16033625602722,199.241409301758
0.959208011627197,231.225891113281
-116.377067565918,141.937164306641
-137.643981933594,113.591316223145
-138.667098999023,109.410598754883
-129.45588684082,124.282852172852
-130.871917724609,122.653785705566
-135.931686401367,112.999633789062
-130.58171081543,123.952697753906
-124.762825012207,131.340042114258
-130.13459777832,125.24210357666
-130.635299682617,122.301780700684
-139.854232788086,103.579727172852
-128.969573974609,120.60945892334
-130.123077392578,126.745941162109
-141.274032592773,96.1361236572266
-124.416343688965,132.659149169922
-129.632446289062,125.599990844727
-119.287078857422,140.277648925781
-109.56568145752,153.267150878906
-134.92822265625,113.549926757812
-119.550956726074,138.247909545898
-131.786834716797,117.613395690918
-135.702529907227,118.754348754883
-122.799865722656,136.289581298828
-136.268157958984,116.554779052734
-130.299423217773,124.50220489502
-134.640655517578,103.84253692627
-139.565093994141,108.244590759277
-127.716033935547,129.013778686523
-142.153945922852,83.4212265014648
-137.114532470703,114.890159606934
-118.288619995117,141.068084716797
-137.038009643555,111.035331726074
-124.718772888184,133.500228881836
-130.554122924805,121.90013885498
-136.444351196289,113.565643310547
-125.51309967041,130.738784790039
-135.683395385742,116.772941589355
-141.478973388672,101.705467224121
-132.142364501953,121.025032043457
-133.899017333984,121.12744140625
-137.283676147461,113.100296020508
-131.990112304688,123.737579345703
-142.591110229492,105.694885253906
-133.4912109375,117.747253417969
-136.8564453125,111.360313415527
-137.439559936523,113.957183837891
